FA년도,구단명,선수명,세부 포지션,투,구분,FA등급,플레이년도,나이,게임수,선발등판,구원등판,승리,패전,세이브,블론세이브,홀드,블론홀드,이닝수,자책점,피안타,2루타허용,3루타허용,피홈런,볼넷허용,사구허용,탈삼진,폭투,ERA,FIP,선발 이닝,구원 이닝,선발 WAR,구원 WAR,종합 WAR,연봉,비고1,잔류 여부,FA 계약 연수,FA 계약 총액
2018,SSG,문승원,SP,우투,다년계약,다년계약,2017,28.0,29.0,29.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,155.1,92.0,181.0,32.0,2.0,25.0,54.0,11.0,86.0,5.0,5.33,6.03,155.1,0.0,2.38,0.0,2.38,4400.0,대졸,잔류,0.0,0.0
2019,SSG,문승원,SP,우투,다년계약,다년계약,2018,29.0,31.0,27.0,4.0,8.0,9.0,1.0,0.0,1.0,0.0,150.2,77.0,180.0,33.0,2.0,24.0,37.0,4.0,122.0,4.0,4.6,5.06,143.1,7.1,3.12,0.25,3.37,9000.0,대졸,잔류,0.0,0.0
2020,SSG,문승원,SP,우투,다년계약,다년계약,2019,30.0,26.0,23.0,3.0,11.0,7.0,0.0,0.0,2.0,0.0,144.0,62.0,130.0,13.0,5.0,23.0,33.0,3.0,99.0,0.0,3.88,4.77,136.0,8.0,3.65,0.39,4.04,9000.0,대졸,잔류,0.0,0.0
2021,SSG,문승원,SP,우투,다년계약,다년계약,2020,31.0,25.0,25.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,145.2,59.0,136.0,28.0,0.0,13.0,45.0,6.0,117.0,2.0,3.65,4.13,145.2,0.0,4.4,0.0,4.4,25700.0,대졸,잔류,0.0,0.0
2022,SSG,문승원,SP,우투,FA 1년차,다년계약,2021,32.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,50.1,16.0,42.0,14.0,0.0,1.0,18.0,2.0,32.0,1.0,2.86,3.65,50.1,0.0,1.67,0.0,1.67,25700.0,대졸,잔류,5.0,55.0
2018,SSG,박종훈,SP,우투,다년계약,다년계약,2017,26.0,29.0,28.0,1.0,12.0,7.0,0.0,0.0,1.0,0.0,155.1,69.0,145.0,26.0,0.0,16.0,61.0,25.0,107.0,4.0,4.1,5.44,149.1,2.0,4.11,0.14,4.25,10000.0,고졸,잔류,0.0,0.0
2019,SSG,박종훈,SP,우투,다년계약,다년계약,2018,27.0,30.0,30.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,159.1,74.0,158.0,31.0,3.0,16.0,54.0,20.0,133.0,3.0,4.18,4.89,159.1,0.0,4.85,0.0,4.85,20000.0,고졸,잔류,0.0,0.0
2020,SSG,박종훈,SP,우투,다년계약,다년계약,2019,28.0,28.0,28.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,144.0,62.0,157.0,29.0,0.0,12.0,59.0,13.0,100.0,1.0,3.88,4.62,144.0,0.0,3.31,0.0,3.31,32000.0,고졸,잔류,0.0,0.0
2021,SSG,박종훈,SP,우투,다년계약,다년계약,2020,29.0,29.0,28.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,157.1,84.0,146.0,21.0,3.0,14.0,78.0,22.0,134.0,5.0,4.81,4.9,150.2,6.2,2.87,0.39,3.26,29000.0,고졸,잔류,0.0,0.0
2022,SSG,박종훈,SP,우투,FA 1년차,다년계약,2021,30.0,9.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,54.1,17.0,40.0,7.0,0.0,2.0,17.0,7.0,41.0,0.0,2.82,3.69,54.1,0.0,2.1,0.0,2.1,32000.0,고졸,잔류,5.0,65.0
2019,롯데,박세웅,SP,우투,다년계약,다년계약,2018,23.0,14.0,12.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,49.0,54.0,83.0,20.0,2.0,10.0,29.0,4.0,40.0,3.0,9.92,6.82,46.1,2.2,-0.3,-0.01,-0.31,25000.0,고졸,잔류,0.0,0.0
2020,롯데,박세웅,SP,우투,다년계약,다년계약,2019,24.0,12.0,12.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,60.0,28.0,66.0,12.0,3.0,3.0,23.0,0.0,44.0,4.0,4.2,3.76,60.0,0.0,0.94,0.0,0.94,11000.0,고졸,잔류,0.0,0.0
2021,롯데,박세웅,SP,우투,다년계약,다년계약,2020,25.0,28.0,28.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,147.1,77.0,177.0,27.0,2.0,20.0,47.0,8.0,108.0,13.0,4.7,4.94,147.1,0.0,2.91,0.0,2.91,11000.0,고졸,잔류,0.0,0.0
2022,롯데,박세웅,SP,우투,다년계약,다년계약,2021,26.0,28.0,28.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,163.0,72.0,141.0,24.0,0.0,20.0,53.0,10.0,125.0,17.0,3.98,4.51,163.0,0.0,5.06,0.0,5.06,16500.0,고졸,잔류,0.0,0.0
2023,롯데,박세웅,SP,우투,FA 1년차,다년계약,2022,27.0,28.0,28.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,157.1,68.0,179.0,32.0,4.0,8.0,32.0,8.0,146.0,8.0,3.89,2.84,157.1,0.0,3.31,0.0,3.31,26000.0,고졸,잔류,5.0,90.0
2019,SSG,김광현,SP,좌투,다년계약,다년계약,2018,30.0,25.0,25.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,136.0,45.0,125.0,16.0,2.0,16.0,30.0,2.0,130.0,3.0,2.98,4.09,136.0,0.0,5.99,0.0,5.99,14000.0,대졸,잔류,0.0,0.0
2020,SSG,김광현,SP,좌투,다년계약,다년계약,2019,31.0,31.0,30.0,1.0,17.0,6.0,0.0,0.0,0.0,0.0,190.1,53.0,198.0,17.0,0.0,13.0,38.0,2.0,180.0,8.0,2.51,2.91,190.0,0.1,7.13,-0.05,7.08,15000.0,대졸,잔류,0.0,0.0
2021,세인트루이스 카디널스,김광현,SP,좌투,해외,해외,2020,31.0,8.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,39.0,7.0,28.0,9.0,0.0,3.0,12.0,0.0,24.0,1.0,1.62,3.88,39.0,0.0,0.6,0.0,0.6,400.0,해외,잔류,0.0,0.0
2022,세인트루이스 카디널스,김광현,SP,좌투,해외,해외,2021,32.0,27.0,21.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,106.2,41.0,98.0,15.0,1.0,12.0,39.0,4.0,80.0,4.0,3.46,4.34,106.2,0.0,1.2,0.0,1.2,400.0,해외계약,잔류,0.0,0.0
2023,SSG,김광현,SP,좌투,FA 1년차,다년계약,2022,34.0,28.0,28.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,173.1,41.0,141.0,16.0,2.0,10.0,45.0,5.0,153.0,1.0,2.13,3.14,173.1,0.0,7.39,0.0,7.39,81000.0,대졸,잔류,4.0,151.0
2021,토론토 블루제이스,류현진,SP,좌투,해외,해외,2020,33.0,12.0,12.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,67.0,20.0,60.0,12.0,0.0,8.0,17.0,1.0,72.0,1.0,2.69,3.01,67.0,0.0,1.9,0.0,1.9,740.0,해외계약,잔류,0.0,0.0
2022,토론토 블루제이스,류현진,SP,좌투,해외,해외,2021,34.0,31.0,31.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,169.0,82.0,170.0,38.0,3.0,24.0,37.0,2.0,143.0,2.0,4.37,4.02,169.0,0.0,2.5,0.0,2.5,2000.0,해외계약,잔류,0.0,0.0
2023,토론토 블루제이스,류현진,SP,좌투,해외,해외,2022,35.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,32.0,12.0,0.0,5.0,4.0,0.0,16.0,0.0,5.67,4.78,27.0,0.0,0.1,0.0,0.1,2000.0,해외계약,잔류,0.0,0.0
2024,토론토 블루제이스,류현진,SP,좌투,해외,해외,2023,36.0,11.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,52.0,20.0,53.0,12.0,0.0,9.0,14.0,1.0,38.0,1.0,3.46,4.91,52.0,0.0,0.4,0.0,0.1,2000.0,해외계약,잔류,8.0,170.0
2025,한화,류현진,SP,좌투,해외,FA 1년차,2024,37.0,28.0,28.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,158.1,68.0,182.0,22.0,1.0,12.0,33.0,3.0,135.0,1.0,3.87,3.67,158.1,0.0,4.44,0.0,4.44,250000.0,해외계약,잔류,0.0,0.0
2021,키움,김상수,RP,우투,다년계약,다년계약,2020,32.0,60.0,0.0,60.0,3.0,5.0,5.0,3.0,11.0,1.0,51.1,27.0,52.0,12.0,0.0,3.0,21.0,3.0,48.0,1.0,4.73,3.74,0.0,51.1,0.0,0.48,0.48,30000.0,다년계약,잔류,0.0,0.0
2022,SSG,김상수,RP,우투,다년계약,다년계약,2021,33.0,50.0,0.0,50.0,3.0,6.0,6.0,3.0,5.0,0.0,58.1,33.0,71.0,8.0,0.0,10.0,30.0,1.0,44.0,2.0,5.09,5.46,0.0,58.1,0.0,0.83,0.83,30000.0,다년계약,잔류,0.0,0.0
2023,SSG,김상수,RP,우투,다년계약,다년계약,2022,34.0,8.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,9.0,2.0,1.0,2.0,4.0,1.0,3.0,0.0,9.0,7.76,0.0,8.0,0.0,-0.17,-0.17,30000.0,다년계약,잔류,0.0,0.0
2024,롯데,김상수,RP,우투,다년계약,다년계약,2023,35.0,67.0,0.0,67.0,2.0,1.0,1.0,3.0,18.0,2.0,52.0,18.0,45.0,7.0,1.0,1.0,21.0,3.0,36.0,1.0,3.12,3.78,0.0,52.0,0.0,1.73,1.73,11000.0,다년계약,잔류,2.0,6.0
2025,롯데,김상수,RP,우투,다년계약,FA 1년차,2024,36.0,74.0,0.0,74.0,4.0,2.0,2.0,3.0,17.0,1.0,73.2,34.0,71.0,11.0,1.0,5.0,26.0,5.0,56.0,6.0,4.15,4.33,0.0,73.2,0.0,1.12,1.12,16000.0,다년계약,잔류,0.0,0.0
2019,KT,고영표,SP,우투,다년계약,다년계약,2018,27.0,25.0,23.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,142.0,81.0,175.0,27.0,4.0,17.0,25.0,14.0,134.0,2.0,5.13,4.26,139.0,3.0,2.71,0.0,2.71,11500.0,다년계약,잔류,0.0,0.0
2022,KT,고영표,SP,우투,다년계약,다년계약,2021,30.0,26.0,25.0,1.0,11.0,6.0,0.0,0.0,1.0,0.0,166.2,54.0,147.0,20.0,2.0,9.0,27.0,14.0,130.0,1.0,2.92,3.22,163.2,3.0,6.18,0.08,6.26,12000.0,다년계약,잔류,0.0,0.0
2023,KT,고영표,SP,우투,다년계약,다년계약,2022,31.0,28.0,28.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,182.1,66.0,191.0,31.0,3.0,7.0,23.0,16.0,156.0,1.0,3.26,2.75,182.1,0.0,6.13,0.0,6.13,30000.0,다년계약,잔류,0.0,0.0
2024,KT,고영표,SP,우투,다년계약,다년계약,2023,32.0,28.0,17.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,174.2,54.0,181.0,27.0,5.0,7.0,19.0,9.0,114.0,6.0,2.78,3.19,174.0,0.2,6.76,0.02,6.77,43000.0,다년계약,잔류,5.0,107.0
2025,KT,고영표,SP,우투,다년계약,FA 1년차,2024,33.0,18.0,17.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,100.0,55.0,141.0,27.0,4.0,6.0,14.0,11.0,79.0,2.0,4.95,3.71,95.0,5.0,1.62,0.24,1.86,200000.0,다년계약,잔류,0.0,0.0
2019,NC,구창모,SP,좌투,다년계약,다년계약,2018,21.0,36.0,23.0,16.0,5.0,11.0,0.0,0.0,1.0,0.0,133.0,79.0,158.0,31.0,2.0,21.0,52.0,7.0,116.0,16.0,5.35,2.42,106.2,26.1,0.92,1.13,2.05,9000.0,다년계약,잔류,0.0,0.0
2020,NC,구창모,SP,좌투,다년계약,다년계약,2019,22.0,23.0,19.0,4.0,10.0,7.0,0.0,0.0,1.0,0.0,107.0,38.0,85.0,15.0,2.0,10.0,41.0,6.0,114.0,7.0,3.2,3.62,101.0,6.0,3.28,0.3,3.58,12500.0,다년계약,잔류,0.0,0.0
2021,NC,구창모,SP,좌투,다년계약,다년계약,2020,23.0,15.0,14.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,93.1,18.0,58.0,12.0,0.0,7.0,18.0,0.0,102.0,2.0,1.74,2.75,92.0,1.1,5.25,0.14,5.39,18000.0,다년계약,잔류,0.0,0.0
2023,NC,구창모,SP,좌투,다년계약,다년계약,2022,25.0,19.0,19.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,111.2,26.0,92.0,16.0,0.0,7.0,29.0,4.0,108.0,7.0,2.1,3.03,111.2,0.0,4.79,0.0,4.79,19000.0,다년계약,잔류,6.0,125.0
2024,NC,구창모,SP,좌투,다년계약,FA 1년차,2023,26.0,11.0,9.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,51.2,17.0,38.0,3.0,0.0,4.0,16.0,0.0,56.0,0.0,2.96,3.02,47.0,4.2,1.55,0.32,1.87,60000.0,다년계약,잔류,0.0,0.0
2019,SSG,문승원,SP,우투,다년계약,다년계약,2018,29.0,31.0,27.0,4.0,8.0,9.0,1.0,0.0,1.0,0.0,150.2,77.0,180.0,33.0,2.0,24.0,37.0,4.0,122.0,4.0,4.6,5.06,143.1,7.1,3.12,0.25,3.37,9000.0,대졸,잔류,0.0,0.0
2020,SSG,문승원,SP,우투,다년계약,다년계약,2019,30.0,26.0,23.0,3.0,11.0,7.0,0.0,0.0,2.0,0.0,144.0,62.0,130.0,13.0,5.0,23.0,33.0,3.0,99.0,0.0,3.88,4.77,136.0,8.0,3.65,0.39,4.04,9000.0,대졸,잔류,0.0,0.0
2021,SSG,문승원,SP,우투,다년계약,다년계약,2020,31.0,25.0,25.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,145.2,59.0,136.0,28.0,0.0,13.0,45.0,6.0,117.0,2.0,3.65,4.13,145.2,0.0,4.4,0,4.4,25700.0,대졸,잔류,0.0,0.0
2022,SSG,문승원,SP,우투,다년계약,다년계약,2021,32.0,9.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,50.1,16.0,42.0,14.0,0.0,1.0,18.0,2.0,32.0,1.0,2.86,3.65,50.1,0.0,1.67,0,1.67,25700.0,대졸,잔류,5.0,55.0
2023,SSG,문승원,SP,우투,FA 1년차,다년계약,2022,33.0,23.0,0.0,23.0,1.0,1.0,3.0,0.0,3.0,0.0,24.2,14.0,32.0,6.0,0.0,3.0,7.0,2.0,25.0,0.0,5.11,3.83,0.0,24.2,0,-0.01,-0.01,160000.0,대졸,잔류,0.0,0.0
2019,SSG,박종훈,SP,우투,다년계약,다년계약,2018,27.0,30.0,30.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,159.1,74.0,158.0,31.0,3.0,16.0,54.0,20.0,133.0,3.0,4.18,4.89,159.1,0.0,4.85,0,4.85,20000.0,고졸,잔류,0.0,0.0
2020,SSG,박종훈,SP,우투,다년계약,다년계약,2019,28.0,28.0,28.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,144.0,62.0,157.0,29.0,0.0,12.0,59.0,13.0,100.0,1.0,3.88,4.62,144.0,0.0,3.31,0,3.31,32000.0,고졸,잔류,0.0,0.0
2021,SSG,박종훈,SP,우투,다년계약,다년계약,2020,29.0,29.0,0.0,0.0,0.0,0.0,157.1,84.0,146.0,21.0,3.0,14.0,78.0,22.0,134.0,5.0,4.81,4.9,150.2,6.2,2.87,0.39,3.26,29000.0,고졸,잔류,0.0,0.0,,,,
2022,SSG,박종훈,SP,우투,FA 1년차,다년계약,2021,30.0,9.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,54.1,17.0,40.0,7.0,0.0,2.0,17.0,7.0,41.0,0.0,2.82,3.69,54.1,0.0,2.1,0,2.1,32000.0,고졸,잔류,5.0,65.0
2023,SSG,박종훈,SP,우투,FA 1년차,다년계약,2022,31.0,11.0,11.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,48.0,32.0,52.0,4.0,1.0,6.0,21.0,8.0,40.0,3.0,6.0,5.06,48.0,0.0,0.15,0,0.15,180000.0,고졸,잔류,0.0,0.0
2020,롯데,박세웅,SP,우투,다년계약,다년계약,2019,24.0,12.0,12.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,60.0,28.0,66.0,12.0,3.0,3.0,23.0,0.0,44.0,4.0,4.2,3.76,60.0,0.0,0.94,0,0.94,11000.0,고졸,잔류,0.0,0.0
2021,롯데,박세웅,SP,우투,다년계약,다년계약,2020,25.0,28.0,28.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,147.1,77.0,177.0,27.0,2.0,20.0,47.0,8.0,108.0,13.0,4.7,4.94,147.1,0.0,2.91,0,2.91,11000.0,고졸,잔류,0.0,0.0
2022,롯데,박세웅,SP,우투,다년계약,다년계약,2021,26.0,28.0,28.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,163.0,72.0,141.0,24.0,0.0,20.0,53.0,10.0,125.0,17.0,3.98,4.51,163.0,0.0,5.06,0,5.06,16500.0,고졸,잔류,0.0,0.0
2023,롯데,박세웅,SP,우투,다년계약,다년계약,2022,27.0,28.0,28.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,157.1,68.0,179.0,32.0,4.0,8.0,32.0,8.0,146.0,8.0,3.89,2.84,157.1,0.0,3.31,0,3.31,26000.0,고졸,잔류,5.0,90.0
2024,롯데,박세웅,SP,우투,FA 1년차,다년계약,2023,28.0,27.0,27.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,154.0,59.0,145.0,24.0,0.0,8.0,59.0,59.0,129.0,10.0,3.45,3.62,154.0,0.0,4.21,0,4.21,150000.0,고졸,잔류,0.0,0.0
2019,SSG,김광현,SP,좌투,다년계약,다년계약,2018,30.0,25.0,25.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,136.0,45.0,125.0,16.0,2.0,16.0,30.0,2.0,130.0,3.0,2.98,4.09,136.0,0.0,5.99,0,5.99,14000.0,대졸,잔류,0.0,0.0
2020,SSG,김광현,SP,좌투,다년계약,다년계약,2019,31.0,31.0,30.0,1.0,17.0,6.0,0.0,0.0,0.0,0.0,190.1,53.0,198.0,17.0,0.0,13.0,38.0,2.0,180.0,8.0,2.51,2.91,190.0,0.1,7.13,-0.05,7.08,15000.0,대졸,잔류,0.0,0.0
2021,세인트루이스 카디널스,김광현,SP,좌투,해외,해외,2020,31.0,8.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,39.0,7.0,28.0,9.0,0.0,3.0,12.0,0.0,24.0,1.0,1.62,3.88,39.0,0.0,0.6,0,0.6,400.0,해외,잔류,0.0,0.0
2022,세인트루이스 카디널스,김광현,SP,좌투,해외,해외,2021,32.0,27.0,21.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,106.2,41.0,98.0,15.0,1.0,12.0,39.0,4.0,80.0,4.0,3.46,4.34,106.2,0.0,1.2,0,1.2,400.0,해외계약,잔류,4.0,151.0
2023,SSG,김광현,SP,좌투,FA 1년차,다년계약,2022,34.0,28.0,28.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,173.1,41.0,141.0,16.0,2.0,10.0,45.0,5.0,153.0,1.0,2.13,3.14,173.1,0.0,7.39,0,7.39,810000.0,대졸,잔류,0.0,0.0
2021,토론토 블루제이스,류현진,SP,좌투,해외,해외,2020,33.0,12.0,12.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,67.0,20.0,60.0,12.0,0.0,8.0,17.0,1.0,72.0,1.0,2.69,3.01,67.0,0.0,1.9,0,1.9,740.0,해외계약,잔류,0.0,0.0
2022,토론토 블루제이스,류현진,SP,좌투,해외,해외,2021,34.0,31.0,31.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,169.0,82.0,170.0,38.0,3.0,24.0,37.0,2.0,143.0,2.0,4.37,4.02,169.0,0.0,2.5,0,2.5,2000.0,해외계약,잔류,0.0,0.0
2023,토론토 블루제이스,류현진,SP,좌투,해외,해외,2022,35.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,32.0,12.0,0.0,5.0,4.0,0.0,16.0,0.0,5.67,4.78,27.0,0.0,0.1,0,0.1,2000.0,해외계약,잔류,0.0,0.0
2024,토론토 블루제이스,류현진,SP,좌투,해외,해외,2023,36.0,11.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,52.0,20.0,53.0,12.0,0.0,9.0,14.0,1.0,38.0,1.0,3.46,4.91,52.0,0.0,0.4,0,0.1,2000.0,해외계약,잔류,8.0,170.0
2025,한화,류현진,SP,좌투,해외,FA 1년차,2024,37.0,28.0,28.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,158.1,68.0,182.0,22.0,1.0,12.0,33.0,3.0,135.0,1.0,3.87,3.67,158.1,0.0,4.44,0,4.44,250000.0,해외계약,잔류,0.0,0.0
2021,키움,김상수,RP,우투,다년계약,다년계약,2020,32.0,60.0,0.0,60.0,3.0,5.0,5.0,3.0,11.0,1.0,51.1,27.0,52.0,12.0,0.0,3.0,21.0,3.0,48.0,1.0,4.73,3.74,0.0,51.1,0,0.48,0.48,30000.0,다년계약,잔류,0.0,0.0
2022,SSG,김상수,RP,우투,다년계약,다년계약,2021,33.0,50.0,0.0,50.0,3.0,6.0,6.0,3.0,5.0,0.0,58.1,33.0,71.0,8.0,0.0,10.0,30.0,1.0,44.0,2.0,5.09,5.46,0.0,58.1,0,0.83,0.83,30000.0,다년계약,잔류,0.0,0.0
2023,SSG,김상수,RP,우투,다년계약,다년계약,2022,34.0,8.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,9.0,2.0,1.0,2.0,4.0,1.0,3.0,0.0,9.0,7.76,0.0,8.0,0,-0.17,-0.17,30000.0,다년계약,잔류,0.0,0.0
2024,롯데,김상수,RP,우투,다년계약,다년계약,2023,35.0,67.0,0.0,67.0,2.0,1.0,1.0,3.0,18.0,2.0,52.0,18.0,45.0,7.0,1.0,1.0,21.0,3.0,36.0,1.0,3.12,3.78,0.0,52.0,0,1.73,1.73,11000.0,다년계약,잔류,2.0,6.0
2025,롯데,김상수,RP,우투,다년계약,FA 1년차,2024,36.0,74.0,0.0,74.0,4.0,2.0,2.0,3.0,17.0,1.0,73.2,34.0,71.0,11.0,1.0,5.0,26.0,5.0,56.0,6.0,4.15,4.33,0.0,73.2,0,1.12,1.12,16000.0,다년계약,잔류,0.0,0.0
2019,KT,고영표,SP,우투,다년계약,다년계약,2018,27.0,25.0,23.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,142.0,81.0,175.0,27.0,4.0,17.0,25.0,14.0,134.0,2.0,5.13,4.26,139.0,3.0,2.71,0,2.71,11500.0,다년계약,잔류,0.0,0.0
2022,KT,고영표,SP,우투,다년계약,다년계약,2021,30.0,26.0,25.0,1.0,11.0,6.0,0.0,0.0,1.0,0.0,166.2,54.0,147.0,20.0,2.0,9.0,27.0,14.0,130.0,1.0,2.92,3.22,163.2,3.0,6.18,0.08,6.26,12000.0,다년계약,잔류,0.0,0.0
2023,KT,고영표,SP,우투,다년계약,다년계약,2022,31.0,28.0,28.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,182.1,66.0,191.0,31.0,3.0,7.0,23.0,16.0,156.0,1.0,3.26,2.75,182.1,0.0,6.13,0,6.13,30000.0,다년계약,잔류,0.0,0.0
2024,KT,고영표,SP,우투,다년계약,다년계약,2023,32.0,28.0,17.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,174.2,54.0,181.0,27.0,5.0,7.0,19.0,9.0,114.0,6.0,2.78,3.19,174.0,0.2,6.76,0.02,6.77,43000.0,다년계약,잔류,5.0,107.0
2025,KT,고영표,SP,우투,다년계약,FA 1년차,2024,33.0,18.0,17.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,100.0,55.0,141.0,27.0,4.0,6.0,14.0,11.0,79.0,2.0,4.95,3.71,95.0,5.0,1.62,0.24,1.86,200000.0,다년계약,잔류,0.0,0.0
2019,NC,구창모,SP,좌투,다년계약,다년계약,2018,21.0,36.0,23.0,16.0,5.0,11.0,0.0,0.0,1.0,0.0,133.0,79.0,158.0,31.0,2.0,21.0,52.0,7.0,116.0,16.0,5.35,2.42,106.2,26.1,0.92,1.13,2.05,9000.0,다년계약,잔류,0.0,0.0
2020,NC,구창모,SP,좌투,다년계약,다년계약,2019,22.0,23.0,19.0,4.0,10.0,7.0,0.0,0.0,1.0,0.0,107.0,38.0,85.0,15.0,2.0,10.0,41.0,6.0,114.0,7.0,3.2,3.62,101.0,6.0,3.28,0.3,3.58,12500.0,다년계약,잔류,0.0,0.0
2021,NC,구창모,SP,좌투,다년계약,다년계약,2020,23.0,15.0,14.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,93.1,18.0,58.0,12.0,0.0,7.0,18.0,0.0,102.0,2.0,1.74,2.75,92.0,1.1,5.25,0.14,5.39,18000.0,다년계약,잔류,0.0,0.0
2023,NC,구창모,SP,좌투,다년계약,다년계약,2022,25.0,19.0,19.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,111.2,26.0,92.0,16.0,0.0,7.0,29.0,4.0,108.0,7.0,2.1,3.03,111.2,0.0,4.79,0,4.79,19000.0,다년계약,잔류,6.0,125.0
